first_input,second_input,output,real
citizen,Batman,vigilante,TRUE
tomb,tomb,grave,TRUE
minotaur,fisherman,Theseus,TRUE
hobo,human,homeless,TRUE
mystery,[question marks],[question marks],TRUE
Alice,lighthouse,Wonderland,TRUE
Alice,earthquake,Wonderland,TRUE
cotton candy,candy,sugar,TRUE
dusty monk,monk,dusty monk,FALSE
onyx-rex,onyx,onyx-rex,FALSE
love,stalker,obsession,TRUE
forest,bear,grizzly,TRUE
[question marks],[question marks],[question marks],TRUE
icecream,icecream,icecream cone,TRUE
cured meat,ham,prosciutto,TRUE
caramel apple,caramel apple,caramel apple pie,TRUE
hay,straw,scarecrow,TRUE
king,straw,scarecrow,TRUE
baby,child,teenager,TRUE
fruit,medicine,vitamin,TRUE
divorce,house,splitting,TRUE
Olympus,Olympus,Mount Olympus,TRUE
darker,darker,darkest,TRUE
darker,black,blacker,TRUE
time train,time train,time train,TRUE
danger,danger,risk,TRUE
Adam,Edward,adamantium,TRUE
Spongebob,Spongebob,Spongebob,TRUE
human,Spongebob,sponge,TRUE
love,poetry,sonnet,TRUE
time traveler,time traveler,time traveler,TRUE
fire,chili,hot,TRUE
spirit,ghost,poltergeist,TRUE
wind,hobbit,balloon,TRUE
s'more,campfire,smore,TRUE
racecar,engine,speed,TRUE
dune buggy,sand,sand buggy,FALSE
Ten Commandments,Moses,tablets,TRUE
lying,Pinocchio,lie,TRUE
Superman,planet,Krypton,TRUE
Superman,tide,Supertide,FALSE
pengkraken,sharknado,pengkrakenado,FALSE
light,lamp,lightbulb,TRUE
street lamp,light,street light,TRUE
muddy king,muddy wizard,muddy judge,FALSE
fake,fake,real,TRUE
sandboard,sandstorm,sandboarder,TRUE
Superman,Batman,Justice League,TRUE
moon,Superman,supermoon,TRUE
dice,snake eyes,luck,TRUE
t-rex,minotaur,minotrex,FALSE
war,kingdom,empire,TRUE
swimming,monkey,chimp,TRUE
swamp,monkey,chimp,TRUE
danger,risk,hazard,TRUE
fog,ghost,foggy ghost,FALSE
mouse,mouse,rat,TRUE
light,sun,day,TRUE
Adam,man,woman,TRUE
Titanic,Pirates of the Caribbean,Pirates of the Titanic,FALSE
icefish,icecream,icecreamfish,FALSE
Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,[not],FALSE
Abraham Lincoln: Vampire Hunter,Lincoln,[not],FALSE
Abraham Lincoln: Vampire Hunter,vampire,[not],FALSE
monkey,fire,hot monkey,FALSE
crocodile,monkey,croconut,FALSE
adamantium,dustnami,[not],FALSE
home,house,home,TRUE
room,house,home,TRUE
Valentine's Day,princess,love,TRUE
home,Venus,love,TRUE
home,Aphrodite,love,TRUE
Taj Mahal,art,love,TRUE
Taj Mahal,romance,love,TRUE
woman,woman,love,TRUE
evolution,life,human,TRUE
angel,demon,human,TRUE
home,smoke,fire,TRUE
camp,s'mores,fire,TRUE
hot,heat,fire,TRUE
Middle Earth,Middle Earth,Middle Earth,TRUE
Middle Earth,sun,Middle Earth,TRUE
Middle Earth,Pluto,planet,TRUE
Middle Earth,planet,earth,TRUE
home,planet,earth,TRUE
Dracula,Valentine's Day,vampire,TRUE
bat,shadow,vampire,TRUE
fountain,horror,vampire,TRUE
zombie,stake,vampire,TRUE
patient,bat,vampire,TRUE
horror,Dracula,vampire,TRUE
Catholicism,Dracula,vampire,TRUE
Dracula,laughter,vampire,TRUE
love,Smaug,dragon,TRUE
Smaug,king,dragon,TRUE
Smaug,gold,dragon,TRUE
Middle Earth,ocean,atlantis,TRUE
Middle Earth,atlantis,atlantis,TRUE
home,atlantis,atlantis,TRUE
babymoon,babymoon,moon,TRUE
home,lunar,moon,TRUE
home,pond,swamp,TRUE
quagmire,hate,swamp,TRUE
muddy judge,water,swamp,TRUE
Gollum,Gandalf,Lord of the Rings,TRUE
Gimli,dwarf,Lord of the Rings,TRUE
Middle Earth,Saturn,Lord of the Rings,TRUE
Middle Earth,ring,Lord of the Rings,TRUE
Middle Earth,hobbit,Lord of the Rings,TRUE
Middle Earth,Zeus,Lord of the Rings,TRUE
Middle Earth,Aragorn,Lord of the Rings,TRUE
ring,Sauron,Lord of the Rings,TRUE
hobbit,Frodo,Lord of the Rings,TRUE
Gandalf,Sauron,Lord of the Rings,TRUE
king,Aragorn,Lord of the Rings,TRUE
home,storm,tornado,TRUE
pengkrakenado,tornado,tornado,TRUE
love,Vulcan,volcano,TRUE
home,lava,volcano,TRUE
home,Vulcan,volcano,TRUE
home,ash,volcano,TRUE
war,Vulcan,volcano,TRUE
hazard,hazard,volcano,TRUE
lava,Sauron,volcano,TRUE
centaur,naiad,mermaid,TRUE
moon,Supertide,tsunami,TRUE
home,wave,tsunami,TRUE
home,windmill,wind,TRUE
ring,Aragorn,king,TRUE
queen,assassin,king,TRUE
crown,Aragorn,king,TRUE
vampire,behead,Dracula,TRUE
horror,vampire,Dracula,TRUE
Valentine's Day,vampire,Dracula,TRUE
Catholicism,vampire,Dracula,TRUE
Gandalf,wind,wizard,TRUE
Lord of the Rings,Gandalf,wizard,TRUE
Gandalf,wizard,wizard,TRUE
wizard tower,Gandalf,wizard,TRUE
swamp wizard,dragon wizard,wizard,TRUE
desert,tank,sand,TRUE
bat,home,Batman,TRUE
metropolis,Gotham,Batman,TRUE
Batman,battle,Batman,TRUE
money,Bruce Wayne,Batman,TRUE
Batman,superhero,Batman,TRUE
penny,superhero,Batman,TRUE
bat,Batmobile,Batman,TRUE
Bruce Wayne,Batman,Batman,TRUE
Batmobile,Batman,Batman,TRUE
citizen,vigilante,Batman,TRUE
Gotham,Joker,Batman,TRUE
knight,Joker,Batman,TRUE
Batman,vigilante,Batman,TRUE
Joker,Arkham,Batman,TRUE
home,tree,forest,TRUE
forest,Christmas tree,forest,TRUE
Gandalf,Zeus,god,TRUE
Pope,heaven,god,TRUE
zombie,fruit,apple,TRUE
home,family,house,TRUE
home,home,house,TRUE
home,wind,house,TRUE
home,ring,house,TRUE
home,Pluto,house,TRUE
home,sun,house,TRUE
home,wizard,house,TRUE
home,star,house,TRUE
home,oasis,house,TRUE
home,garden,house,TRUE
home,fairy,house,TRUE
home,passion,house,TRUE
home,Mars,house,TRUE
home,rose,house,TRUE
home,divorce,house,TRUE
home,lightning,house,TRUE
roof,home,house,TRUE
floor,home,house,TRUE
floor,room,house,TRUE
room,room,house,TRUE
room,home,house,TRUE
home,swimming pool,house,TRUE
Jack Sparrow,captain,pirate,TRUE
pirate ship,Jack Sparrow,pirate,TRUE
treasure,treasure chest,pirate,TRUE
dirt,Jack Sparrow,pirate,TRUE
hook,captain,pirate,TRUE
treasure chest,gold,pirate,TRUE
Lord of the Rings,Frodo,hobbit,TRUE
Middle Earth,wind,hobbit,TRUE
Middle Earth,earth,hobbit,TRUE
Middle Earth,dust,hobbit,TRUE
Middle Earth,Gollum,hobbit,TRUE
Middle Earth,dirt,hobbit,TRUE
Middle Earth,fountain,hobbit,TRUE
Middle Earth,windmill,hobbit,TRUE
Middle Earth,Lord of the Rings,hobbit,TRUE
Middle Earth,Gandalf,hobbit,TRUE
Middle Earth,war,hobbit,TRUE
Middle Earth,Frodo,hobbit,TRUE
Middle Earth,god,hobbit,TRUE
Middle Earth,dwarf,hobbit,TRUE
Middle Earth,mud,hobbit,TRUE
home,Gandalf,hobbit,TRUE
home,Aragorn,hobbit,TRUE
home,Frodo,hobbit,TRUE
Middle Earth,Shire,hobbit,TRUE
love,Shire,hobbit,TRUE
home,Shire,hobbit,TRUE
ring,Gollum,hobbit,TRUE
Frodo,ring,hobbit,TRUE
Shire,village,hobbit,TRUE
earth,Shire,hobbit,TRUE
love,hate,war,TRUE
battle,battle,war,TRUE
battle,ark,war,TRUE
Mars,Ares,war,TRUE
Olympus,Ares,war,TRUE
bride,ex-wife,war,TRUE
peace,heaven,angel,TRUE
dove,peace,angel,TRUE
home,volcano,lava,TRUE
Gollum,hobbit,ring,TRUE
Gollum,Sauron,ring,TRUE
Frodo,Gollum,ring,TRUE
fire,Gollum,ring,TRUE
dust,Gollum,ring,TRUE
zombie,human,zombie,TRUE
zombie,cancer,zombie,TRUE
city,tax,money,TRUE
home,swamp,mud,TRUE
Middle Earth,golem,Gollum,TRUE
love,Gollum,Gollum,TRUE
love,Sauron,Gollum,TRUE
love,Frodo,Gollum,TRUE
Gollum,Gollum,Gollum,TRUE
golem,Gollum,Gollum,TRUE
separation,Hades,divorce,TRUE
princess,separation,divorce,TRUE
marriage,Valentine's Day,divorce,TRUE
wife,husband,divorce,TRUE
house,splitting,divorce,TRUE
separation,divorce,divorce,TRUE
werewolf,health,werewolf,TRUE
home,frog,prince,TRUE
pollution,mutant,monster,TRUE
toxic waste,mutant,monster,TRUE
mutant,Frankenstein,monster,TRUE
zombie,Frankenstein,monster,TRUE
home,baby,family,TRUE
home,love,family,TRUE
home,church,family,TRUE
snowmobile,avalanche,snowman,TRUE
snowfish,snowcone,snowman,TRUE
snowcone,snowcone,snowman,TRUE
snowball,Don Quixote,snowman,TRUE
cocaine,snow,snowman,TRUE
home,ocean,beach,TRUE
home,sand,beach,TRUE
Middle Earth,sand,desert,TRUE
Sauron,Sauron,Sauron,TRUE
smoke,Sauron,Sauron,TRUE
wish,home,genie,TRUE
Odin,hobbit,Gandalf,TRUE
Middle Earth,wizard,Gandalf,TRUE
love,Gandalf,Gandalf,TRUE
Gandalf,god,Gandalf,TRUE
Gandalf,Gandalf,Gandalf,TRUE
babymoon,moon,baby,TRUE
dragon,Smaug,gold,TRUE
treasure chest,pirate,gold,TRUE
coin,coin,gold,TRUE
elixir,Midas,gold,TRUE
home,crown,castle,TRUE
home,dragon,castle,TRUE
home,king,castle,TRUE
home,stone,castle,TRUE
home,fortress,castle,TRUE
home,Ariel,castle,TRUE
home,prince,castle,TRUE
home,vampire,castle,TRUE
palace,home,castle,TRUE
home,queen,castle,TRUE
cathedral,wall,castle,TRUE
home,jail,prison,TRUE
prisoner,prisoner,prison,TRUE
separation,sea,island,TRUE
mosaic,Taj Mahal,art,TRUE
parole,prisoner,freedom,TRUE
king,Middle Earth,Aragorn,TRUE
Aragorn,Aragorn,Aragorn,TRUE
Middle Earth,water,river,TRUE
home,kelp,seaweed,TRUE
medicine,health,cure,TRUE
hospital,patient,doctor,TRUE
patient,health,doctor,TRUE
patient,patient,doctor,TRUE
human,patient,doctor,TRUE
Krypton,planet,Superman,TRUE
Batman,Justice League,Superman,TRUE
malaria,superhero,Superman,TRUE
moon,superhero,Superman,TRUE
human,superhero,Superman,TRUE
superhero,doctor,Superman,TRUE
Clark Kent,super malaria,Superman,TRUE
warrior,superhero,Superman,TRUE
abominable snowman,sasquatch,yeti,TRUE
sasquatch,Bigfoot,yeti,TRUE
claymore,Bigfoot,yeti,TRUE
ash,cocaine,snow,TRUE
sandboarder,sandstorm,sandstorm,TRUE
Frodo,Smaug,The Hobbit,TRUE
Middle Earth,Smaug,The Hobbit,TRUE
Lord of the Rings,Smaug,The Hobbit,TRUE
cave,home,bat,TRUE
shadow,darkness,bat,TRUE
vampire,shadow,bat,TRUE
vampire,patient,bat,TRUE
vampire,laughter,bat,TRUE
doctor,hospital,patient,TRUE
Middle Earth,fire,Mordor,TRUE
Middle Earth,swamp,Mordor,TRUE
Middle Earth,tornado,Mordor,TRUE
Middle Earth,cyclone,Mordor,TRUE
Middle Earth,storm,Mordor,TRUE
Middle Earth,Sauron,Mordor,TRUE
Middle Earth,moon,Mordor,TRUE
Middle Earth,lava,Mordor,TRUE
Middle Earth,smoke,Mordor,TRUE
Middle Earth,Hades,Mordor,TRUE
Middle Earth,underworld,Mordor,TRUE
Middle Earth,desert,Mordor,TRUE
lion,human,sphinx,TRUE
lion,sphinx,sphinx,TRUE
dandelion,home,wish,TRUE
camp,camp,campfire,TRUE
smore,smore,campfire,TRUE
bribe,politician,politician,TRUE
politician,politician,politician,TRUE
doctor,politician,politician,TRUE
tax,human,politician,TRUE
troll-tea-rex,dinosaur,t-rex,TRUE
t-rex,minotrex,t-rex,TRUE
underworld,crown,Hades,TRUE
Persephone,love,Hades,TRUE
divorce,Persephone,Hades,TRUE
home,underworld,Hades,TRUE
home,Persephone,Hades,TRUE
Middle Earth,nymph,Ent,TRUE
Middle Earth,Treebeard,Ent,TRUE
day,day,night,TRUE
home,fog,ghost,TRUE
poltergeist,poltergeist,ghost,TRUE
home,haunted house,ghost,TRUE
sin,apple,Adam,TRUE
Eve,sin,Adam,TRUE
faith,belief,religion,TRUE
church,cathedral,religion,TRUE
veal,veal,cow,TRUE
home,beehive,honey,TRUE
Gimli,Middle Earth,dwarf,TRUE
hobbit,Gimli,dwarf,TRUE
building,building,city,TRUE
town,hospital,city,TRUE
home,thunder,lightning,TRUE
Star Wars,Star Wars,Star Wars,TRUE
war,Star Wars,Star Wars,TRUE
omelette,chef,egg,TRUE
health,cure,medicine,TRUE
health,doctor,medicine,TRUE
vitamin,potion,medicine,TRUE
battle,hero,warrior,TRUE
cathedral,religion,Pope,TRUE
religion,Catholicism,Pope,TRUE
Jesus,Catholic,Pope,TRUE
Christianity,Catholic,Pope,TRUE
religion,Catholic,Pope,TRUE
Christianity,Catholicism,Pope,TRUE
angel,Catholicism,Pope,TRUE
Catholic,angel,Pope,TRUE
Catholic,heaven,Pope,TRUE
Middle Earth,dragon,Smaug,TRUE
dragon,Aragorn,Smaug,TRUE
Smaug,Smaug,Smaug,TRUE
home,mansion,palace,TRUE
castle,home,palace,TRUE
mutant,monster,Frankenstein,TRUE
Adam,zombie,Frankenstein,TRUE
monster,zombie,Frankenstein,TRUE
chest,treasure chest,treasure,TRUE
star,Star Wars,Death Star,TRUE
Star Wars,planet,Death Star,TRUE
Star Wars,moon,Death Star,TRUE
space,Star Wars,Death Star,TRUE
creation,evolution,life,TRUE
Cthulhu,death,Cthulhu,TRUE
fire,Sauron,Balrog,TRUE
underworld,Christianity,hell,TRUE
war,Tartarus,hell,TRUE
home,prison,jail,TRUE
prison,prisoner,jail,TRUE
Gotham,Batman,Joker,TRUE
Joker,Joker,Joker,TRUE
bat,laughter,Joker,TRUE
Arkham,Batman,Joker,TRUE
origami,crane,paper,TRUE
cider,sin,cider,TRUE
Thanksgiving,human,turkey,TRUE
Thanksgiving,salt,turkey,TRUE
Thanksgiving,pie,turkey,TRUE
city,Thanksgiving,turkey,TRUE
dinosaur,Thanksgiving,turkey,TRUE
genie,Thanksgiving,turkey,TRUE
swimming pool,alligator,crocodile,TRUE
pirate,Jack Sparrow,captain,TRUE
Captain Hook,hook,captain,TRUE
hook,pirate,captain,TRUE
bomb,terror,terrorist,TRUE
terror,party,terrorist,TRUE
elixir,sharktopus,sharktopus,TRUE
jungle,lion,jungle,TRUE
angel,Pope,Jesus,TRUE
soul,suicide bomber,terrorist,TRUE
terrorist,suicide bomber,terrorist,TRUE
centaur,centaur,centaur,TRUE
human,centaur,minotaur,TRUE
t-rex,centaur,minotaur,TRUE
Taurus,bull,minotaur,TRUE
Theseus,Theseus,minotaur,TRUE
malaria,politician,mosquito,TRUE
Christianity,Pope,Catholicism,TRUE
Pope,Catholicism,Catholicism,TRUE
Catholicism,Catholicism,Catholicism,TRUE
Ra,underworld,Osiris,TRUE
Lord of the Rings,Sauron,One Ring,TRUE
home,tide,tide,TRUE
superhero,Superman,superhero,TRUE
superhero,superhero,superhero,TRUE
moon,supermoon,eclipse,TRUE
building,Empire State Building,New York,TRUE
tea,home,teapot,TRUE
home,seaweed,kelp,TRUE
warrior,hero,superhero,TRUE
acid rain,smog,pollution,TRUE
smog,smog,pollution,TRUE
Star Wars,god,Yoda,TRUE
Frodo,Frodo,Frodo,TRUE
death,cancer,crab,TRUE
wall,room,door,TRUE
home,Tinkerbell,Peter Pan,TRUE
death,cigarette,cancer,TRUE
death,crab,cancer,TRUE
bribe,slavery,slavery,TRUE
slavery,slavery,slavery,TRUE
Persephone,Persephone,Persephone,TRUE
cigarette,patient,cancer,TRUE
pain,life,death,TRUE
traffic,traffic,traffic jam,TRUE
Dracula,Jacob,twilight,TRUE
home,angel,heaven,TRUE
peace,paradise,heaven,TRUE
money,sin,crime,TRUE
freedom,evolution,revolution,TRUE
ham,pig,Hamlet,TRUE
meat,Hamlet,Hamlet,TRUE
ham,Hamlet,Hamlet,TRUE
love,sonnet,Shakespeare,TRUE
ghost,Hamlet,Shakespeare,TRUE
money,coin,rich,TRUE
coin,rich,rich,TRUE
home,wedding,honeymoon,TRUE
vacation,babymoon,honeymoon,TRUE
love,Gimli,Gimli,TRUE
home,Hades,underworld,TRUE
home,marriage,honeymoon,TRUE
tomb,curse,mummy,TRUE
underworld,Tutankhamun,mummy,TRUE
Gimli,mud,golem,TRUE
home,desert,oasis,TRUE
Aragorn,cure,Legolas,TRUE
candle,fire,light,TRUE
home,fish,aquarium,TRUE
home,fish tank,aquarium,TRUE
home,temple,church,TRUE
home,plant,garden,TRUE
Middle Earth,lake,Rivendell,TRUE
Peter Pan,hook,Captain Hook,TRUE
Captain Yang,Captain Hook,Captain Hook,TRUE
marriage,husband,wife,TRUE
husband,divorce,wife,TRUE
husband,freedom,wife,TRUE
mosquito,patient,malaria,TRUE
human,sasquatch,Bigfoot,TRUE
sasquatch,sasquatch,Bigfoot,TRUE
yeti,sasquatch,Bigfoot,TRUE
yeti,claymore,Bigfoot,TRUE
terror,terror,fear,TRUE
terror,horror,fear,TRUE
horror,horror,fear,TRUE
cheese wheel,cheese wheel,cheese,TRUE
mouse,mouse trap,cheese,TRUE
cheese wheel,mouse trap,cheese,TRUE
home,pollen,bee,TRUE
love,Odin,Thor,TRUE
Odin,Ares,Thor,TRUE
Gimli,Frodo,Fellowship,TRUE
Aragorn,Gimli,Fellowship,TRUE
warrior,warrior,knight,TRUE
sword,warrior,knight,TRUE
campground,camp,tent,TRUE
homeless,homeless,tent,TRUE
darkest night,darkest night,darkest night,TRUE
darker night,darkest night,darkest night,TRUE
Joker,jester,clown,TRUE
home,fjord,Viking,TRUE
home,god,temple,TRUE
bear,picnic,sandwich,TRUE
cow,hot dog,hamburger,TRUE
home,puddle,pond,TRUE
forest,grizzly,bear,TRUE
grizzly,grizzly,bear,TRUE
terror,monkey,King Kong,TRUE
hook,fish,fishing,TRUE
love,Aragorn,Arwen,TRUE
home,heaven,temple,TRUE
Jack Sparrow,Jack Sparrow,Jack Sparrow,TRUE
freedom,slavery,paradox,TRUE
religion,Pope,Catholic,TRUE
Catholic,Catholic,Catholic,TRUE
Catholic,Pope,Catholic,TRUE
Jesus,Pope,Catholic,TRUE
King Kong,King Kong,King Kong,TRUE
milk,buttermilk,butter,TRUE
butter,buttermilk,butter,TRUE
buttermilk,buttermilk,butter,TRUE
adamantium,Jacob,Wolverine,TRUE
Clark Kent,city,metropolis,TRUE
war,Odin,Ragnarok,TRUE
Odin,Gandalf,Ragnarok,TRUE
cheese,cheese wheel,mouse,TRUE
Disney World,Disney,magic,TRUE
rat,rat,mouse,TRUE
mouse trap,cheese,mouse,TRUE
bear,lion,beast,TRUE
Odin,Thor,Ragnarok,TRUE
Hades,demon,Satan,TRUE
Middle Earth,hurricane,Shire,TRUE
home,hobbit,Shire,TRUE
hobbit,Shire,Bilbo,TRUE
Middle Earth,Nen Hithoel,Nen Hithoel,TRUE
lake,Nen Hithoel,Nen Hithoel,TRUE
Nen Hithoel,Nen Hithoel,Nen Hithoel,TRUE
Lord of the Rings,Nen Hithoel,Nen Hithoel,TRUE
Nen Hithoel,human,Nen Hithoel,TRUE
camp,campfire,s'mores,TRUE
safari,lion,Africa,TRUE
belief,belief,faith,TRUE
belief,religion,faith,TRUE
street light,light,street,TRUE
home,hive,beehive,TRUE
cow,veal,steak,TRUE
steak,steak,steak,TRUE
Jacob,Adam,Abraham,TRUE
politician,mosquito,annoyance,TRUE
wife,slavery,mistress,TRUE
New York,building,Empire State Building,TRUE
church,Pope,Vatican,TRUE
cathedral,Pope,Vatican,TRUE
Pope,Pope,Vatican,TRUE
ape,monkey,chimpanzee,TRUE
ox,Taurus,bull,TRUE
minotaur,Taurus,bull,TRUE
peace,zoo,zen,TRUE
elixir,elixir,elixir,TRUE
politician,Valentine's Day,heartless,TRUE
evolution,evolution,evolution,TRUE
doctor,patient,hospital,TRUE
hospital,hospital,hospital,TRUE
tax,tax,tax,TRUE
monkey,swimming pool,chimpanzee,TRUE
swamp,swimming pool,alligator,TRUE
swimming pool,crocodile,alligator,TRUE
demon,demon,demon,TRUE
acid,toxic,poison,TRUE
pollution,toxic,poison,TRUE
toxic,toxic,poison,TRUE
lion,lion,pride,TRUE
family,lion,pride,TRUE
mummy,curse,tomb,TRUE
darker,darkest,black,TRUE
Middle Earth,volcano,Mount Doom,TRUE
home,werewolf,haunted house,TRUE
poltergeist,ghost,haunted house,TRUE
Hamlet,Hamlet,village,TRUE
Shire,Shire,village,TRUE
tax,citizen,government,TRUE
tax,money,government,TRUE
princess,Star Wars,Leia,TRUE
Adam,sin,Eve,TRUE
clown,clown,circus,TRUE
home,summer,vacation,TRUE
honeymoon,babymoon,babymoon,TRUE
zoo,lion,cage,TRUE
cathedral,cathedral,cathedral,TRUE
icecream cone,icecream cone,icecream,TRUE
cured meat,salami,sausage,TRUE
salami,salami,salami,TRUE
prosciutto,prosciutto,ham,TRUE
salt lick,butter lick,butterscotch,TRUE
Middle Earth,crown,Gondor,TRUE
terrorist,assassin,ninja,TRUE
assassin,assassin,ninja,TRUE
pollution,smog,acid rain,TRUE
sausage,hot dog,hot dog,TRUE
hot dog,hot dog,hot dog,TRUE
palace,Taj Mahal,Taj Mahal,TRUE
Taj Mahal,Taj Mahal,Taj Mahal,TRUE
Noah,battle,ark,TRUE
death,wizard,necromancer,TRUE
love,tank,romance,TRUE
Taj Mahal,love,romance,TRUE
prisoner,jail,escape,TRUE
egg,chef,omelette,TRUE
Middle Earth,Odin,Rohan,TRUE
home,lunatic,asylum,TRUE
medicine,elixir,potion,TRUE
vitamin,vitamin,potion,TRUE
husband,husband,husband,TRUE
babymoon,baby,Baby Moon,FALSE
money,politician,corruption,TRUE
zombie,zombie,zombie king,TRUE
longsword,claymore,claymore,TRUE
greatsword,claymore,claymore,TRUE
assassin,samurai,ninja,TRUE
home,sonnet,poem,TRUE
chess,queen,checkmate,TRUE
chess,divorce,checkmate,TRUE
home,forest,treehouse,TRUE
battle,warrior,hero,TRUE
hobo,homeless,hobo,TRUE
Pirates of the Caribbean,Jack Sparrow,Captain Jack Sparrow,TRUE
Armagnac,cognac,brandy,TRUE
home,bee,hive,TRUE
home,honey,hive,TRUE
crane,crane,flock,TRUE
snowmanzilla,snowzilla,snowzilla,TRUE
cow,steak,burger,TRUE
butter,butter lick,butter lick,TRUE
butter lick,butter lick,butter lick,TRUE
pig,bacon,pig,TRUE
pollution,toxic waste,mutant,TRUE
toxic waste,monster,mutant,TRUE
mutant,mutant,mutant,TRUE
volcano,Vulcan,Vulcan,TRUE
home,snowman,igloo,TRUE
home,snow,igloo,TRUE
home,ice,igloo,TRUE
cure,Poison Ivy,rash,TRUE
saint,sin,sinner,TRUE
doctor,sin,sinner,TRUE
home,slavery,plantation,TRUE
centaur,mermaid,Sagittarius,TRUE
home,nymph,naiad,TRUE
treasure chest,treasure chest,treasure chest,TRUE
home,lake,houseboat,TRUE
home,river,houseboat,TRUE
earth,King Kong,skyscraper,TRUE
prisoner,freedom,parole,TRUE
potion,elixir,philosopher's stone,TRUE
patient,cure,health,TRUE
home,naiad,naiad,TRUE
Dracula,behead,Vlad,TRUE
black,blacker,blackest,TRUE
hospital,zombie,zombie doctor,TRUE
wormhole,Doctor Who,Tardis,TRUE
claymore,claymore,mine,TRUE
cheese wheel,mouse,mouse trap,TRUE
mouse trap,mouse trap,mouse trap,TRUE
snowcone,snowman,snowball,TRUE
Ghostbusters,Ghostbusters,Ghostbusters,TRUE
ghost,Ghostbusters,Ghostbusters,TRUE
haunted house,Ghostbusters,Ghostbusters,TRUE
Christmas tree,Christmas tree,Christmas tree,TRUE
Middle Earth,Ent,Treebeard,TRUE
balloon,balloon,airship,TRUE
Lord of the Rings,Gollum,Smeagol,TRUE
swamp,Gollum,Smeagol,TRUE
boiling frog,frog king,frog prince,TRUE
frog king,frog prince,frog prince,TRUE
Dark Kermit,Dark Kermit,Dark Kermit,TRUE
Batman,Poison Ivy,Harley Quinn,TRUE
Joker,love,Harley Quinn,TRUE
troll-tea-rex,troll,troll-tea-rex,FALSE
troll-tea-rex,disaster,troll-tea-rex,FALSE
troll-tea-rex,troll-tea-rex,troll-tea-rex,FALSE
wine,balsamic vinegar of Modena,balsamic vinegar,TRUE
brandy,Armagnac,cognac,TRUE
shadow,light,shade,TRUE
paper,crane,origami,TRUE
calf,veal,veal,TRUE
veal,steak,veal,TRUE
pig,pig,piglet,TRUE
coke,cocaine,coca-cola,TRUE
meat,steak,meatloaf,TRUE
home,war,fortress,TRUE
bacon,bacon,bacon,TRUE
Hamlet,home,Denmark,TRUE
toxic waste,toxic waste,toxic waste,TRUE
Middle Earth,star,Arda,TRUE
caramel apple pie,caramel apple pie,apple pie,TRUE
terrorist,terror,terrorism,TRUE
Hamlet,village,Denmark,TRUE
love,underworld,Eros,TRUE
Valentine's Day,love,chocolate,TRUE
Pope,human,priest,TRUE
tank,tank,tank,TRUE
centaur,minotaur,chimera,TRUE
Hades,Persephone,pomegranate,TRUE
Persephone,queen,Demeter,TRUE
Ares,Ares,Ares,TRUE
monkey,monkey king,monkey king,TRUE
monkey king,monkey king,monkey king,TRUE
wind,monkey king,Sun Wukong,TRUE
ape,ape,gorilla,TRUE
monkey,King Kong,gorilla,TRUE
suicide bomber,suicide bomber,suicide bomber,TRUE
peace,peace,tranquility,TRUE
cocaine,cocaine,cocaine,TRUE
elixir,gold,Midas,TRUE
snowmobile,snowman,snowmobile,TRUE
snowmobile,snowmobile,snowmobile,TRUE
evolution,human,neanderthal,TRUE
Clark Kent,Superman,Clark Kent,TRUE
katana,double katana,triple katana,FALSE
double katana,double katana,double katana,TRUE
samurai,samurai,samurai,TRUE
warrior,knight,samurai,TRUE
home,sauna,sweat,TRUE
cake,candle,birthday,TRUE
Middle Earth,Jupiter,Thorin,TRUE
war,battle,fight,TRUE
underworld,mummy,Tutankhamun,TRUE
steam,home,sauna,TRUE
Zeus,Persephone,Athena,TRUE
grave,grave,cemetery,TRUE
dog,dog,puppy,TRUE
Batman,Joker,Arkham,TRUE
Wonderland,lighthouse,Cheshire Cat,TRUE
Wonderland,earthquake,Cheshire Cat,TRUE
tablets,Moses,commandments,TRUE
lie,Pinocchio,nose,TRUE
home,Don Quixote,windmill,TRUE
super malaria,Superman,super malaria,TRUE
camping,picnic,barbecue,TRUE
picnic,picnic,picnic table,TRUE
religion,crusade,crusade,TRUE
crusade,crusade,crusade,TRUE
crusade,war,crusade,TRUE
balsamic vinegar of Modena,balsamic vinegar of Modena,Balsamic Vinegar Of Modena,TRUE
balsamic vinegar,balsamic vinegar of Modena,Balsamic Vinegar Of Modena,TRUE
Armagnac,Armagnac,Armagnac,TRUE
icecream,snowcone,icecreamcone,TRUE
crane,flock,migration,TRUE
snowmanzilla,snowmanzilla,snowmanzilla,FALSE
snowmanzilla,snowman,snowmanzilla,FALSE
sausage,salami,bologna,TRUE
wisdom,wisdom,knowledge,TRUE
megalopolis,megatropolis,megatropolis,TRUE
metropolis,megatropolis,megatropolis,TRUE
megatropolis,megatropolis,megatropolis,TRUE
battle,Lord of the Rings,Helm's Deep,TRUE
chef,chef,cook,TRUE
war,peace,truce,TRUE
home,Peter Pan,Wendy,TRUE
sin,lighthouse,penance,TRUE
Batman,home,Batcave,TRUE
hook,hook,fishing rod,TRUE
Batmobile,Batmobile,Batcave,TRUE
Dark Kermit,Kermit,Evil Kermit,TRUE
Captain Yang,Captain Yang,Captain Yang,TRUE
death,death,Grim Reaper,TRUE
